chembl_id,organism,pref_name,ligand_ID,pchembl_value,canonical_smiles,year,standard_smiles
CHEMBL3983,Homo sapiens,Dual specificity protein kinase TTK,CHEMBL3109957,6.92,COc1ccccc1Nc2cc3[nH]c(cc3cn2)c4cnn(C)c4,2013.0,COc1ccccc1Nc1cc2[nH]c(-c3cnn(C)c3)cc2cn1
CHEMBL4005,Homo sapiens,PI3-kinase p110-alpha subunit,CHEMBL3702861,8.05,Cc1nc(NC(=O)N2CCC[C@@]2(C)C(=O)N)sc1c3ccnc(c3)C4(CC4)C(F)(F)F,2015.0,Cc1nc(NC(=O)N2CCC[C@@]2(C)C(N)=O)sc1-c1ccnc(C2(C(F)(F)F)CC2)c1
CHEMBL4015,Homo sapiens,C-C chemokine receptor type 2,CHEMBL248419,6.96,CCNC(=O)[C@H](CNCc1ccc(C)cc1C)NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F,2007.0,CCNC(=O)[C@H](CNCc1ccc(C)cc1C)NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1
CHEMBL4040,Homo sapiens,MAP kinase ERK2,CHEMBL3977841,8.42,COc1n[nH]c2cc(NC(=N[C@@H](CSC)c3ccccc3)O)ncc12,2016.0,COc1n[nH]c2cc(NC(O)=N[C@@H](CSC)c3ccccc3)ncc12
CHEMBL4093,Homo sapiens,LXR-beta,CHEMBL584364,7.06,C[C@@H](CCOc1cccc(CC(=O)O)c1)N(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F,2009.0,C[C@@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1
CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,CHEMBL270084,6.6,COc1ccc(c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c4c(N)noc14,2008.0,COc1ccc(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c2c(N)noc12
CHEMBL4142,Homo sapiens,Fibroblast growth factor receptor 2,CHEMBL3930685,7.07,COc1cc(OC)cc(c1)N(CCN2CC(C)(C)N=C2C)c3ccc4ncc(nc4c3)c5cnn(C)c5,2014.0,COc1cc(OC)cc(N(CCN2CC(C)(C)N=C2C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
CHEMBL4158,Homo sapiens,Fatty acid synthase,CHEMBL3661656,6.28,CC(C)Nc1ccc(cn1)C(=O)Nc2cc(ccc2C)C(=O)N3CCC(CC3)c4ccc(cn4)C#N,2014.0,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1
CHEMBL4198,Homo sapiens,Inhibitor of apoptosis protein 3,CHEMBL3931059,7.29,CCCC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@H](C)NC[C@H]3CN4CCOCC4,2015.0,CCCC(F)(F)c1cnc2c(c1)N(C(=O)CN1C[C@H](C)NC[C@H]1CN1CCOCC1)CC2(C)C
CHEMBL4204,Homo sapiens,MAP kinase signal-integrating kinase 2,CHEMBL3702325,7.85,Cc1c(sc2ncnc(Nc3ccc(F)cc3OCCC(F)(F)F)c12)C(=O)O,2014.0,Cc1c(C(=O)O)sc2ncnc(Nc3ccc(F)cc3OCCC(F)(F)F)c12
CHEMBL4235,Homo sapiens,11-beta-hydroxysteroid dehydrogenase 1,CHEMBL221083,8.0,CC(C)C1(C)SC(=NC1=O)N[C@@H](C)c2ccccc2Cl,2007.0,CC(C)C1(C)SC(N[C@@H](C)c2ccccc2Cl)=NC1=O
CHEMBL4247,Homo sapiens,ALK tyrosine kinase receptor,CHEMBL1922986,7.85,Cn1cc(\C=C\2/C(=O)NN=C2c3nccs3)c4c(OCc5cccc(F)c5F)cccc14,2011.0,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(OCc3cccc(F)c3F)cccc21
CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,CHEMBL1097602,6.58,COc1cc2ncc3c(N)nc(cc3c2cc1OC)c4cncc(OC[C@@H](N)Cc5ccccc5)c4,2010.0,COc1cc2ncc3c(N)nc(-c4cncc(OC[C@@H](N)Cc5ccccc5)c4)cc3c2cc1OC
CHEMBL4296,Homo sapiens,Sodium channel protein type IX alpha subunit,CHEMBL2296328,6.57,Fc1cc2OCC3(C(=O)N(Cc4ccccn4)c5ccccc35)c2cc1F,2013.0,O=C1N(Cc2ccccn2)c2ccccc2C12COc1cc(F)c(F)cc12
CHEMBL4308,Homo sapiens,Bradykinin B1 receptor,CHEMBL404683,9.05,CCOc1c(Cl)cccc1c2ccc([C@@H](C)NC(=O)C3(CC3)NC(=O)C(F)(F)F)c(F)c2,2008.0,CCOc1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1
CHEMBL4333,Homo sapiens,Sphingosine 1-phosphate receptor Edg-1,CHEMBL3699114,8.52,COc1ccccc1c2noc(n2)c3ccc(c(C)c3)c4cscc4C,2014.0,COc1ccccc1-c1noc(-c2ccc(-c3cscc3C)c(C)c2)n1
CHEMBL4409,Homo sapiens,Phosphodiesterase 10A,CHEMBL1939798,7.57,COc1cc(C)c2nc3[nH]nc(C)c3c(N4CCC(CC4)NC(=O)N)c2c1,2012.0,COc1cc(C)c2nc3[nH]nc(C)c3c(N3CCC(NC(N)=O)CC3)c2c1
CHEMBL4422,Homo sapiens,Free fatty acid receptor 1,CHEMBL3780042,7.46,COc1ccc(COc2ccc3C(CC(=O)O)COc3c2)cc1n4c(C)ccc4C,2016.0,COc1ccc(COc2ccc3c(c2)OCC3CC(=O)O)cc1-n1c(C)ccc1C
CHEMBL4429,Homo sapiens,Neurokinin 3 receptor,CHEMBL1682631,7.62,CN(Cc1cccc(Cl)c1)C(=O)C2(CC2CN3CCC(CC3)(NC(=O)C)c4ccccc4)c5ccc(Cl)c(Cl)c5,2011.0,CC(=O)NC1(c2ccccc2)CCN(CC2CC2(C(=O)N(C)Cc2cccc(Cl)c2)c2ccc(Cl)c(Cl)c2)CC1
CHEMBL4439,Homo sapiens,TGF-beta receptor type I,CHEMBL382466,6.62,FC(F)(F)c1cccc(c1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,2006.0,FC(F)(F)c1cccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)c1
CHEMBL4441,Homo sapiens,C-X-C chemokine receptor type 3,CHEMBL1809019,7.57,COc1cccc(NC(=O)N2C[C@@H](C=C3[C@H]2Cc4c[nH]c5cccc3c45)C(=O)N6CCCC6)c1,2011.0,COc1cccc(NC(=O)N2C[C@H](C(=O)N3CCCC3)C=C3c4cccc5[nH]cc(c45)C[C@H]32)c1
CHEMBL4501,Homo sapiens,Ribosomal protein S6 kinase 1,CHEMBL3680449,7.46,COc1ccc(C(=O)Nc2cccc(c2)[C@@H](C)Nc3ncnc4c(cccc34)C(=O)N)c(OC)n1,2014.0,COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(OC)n1
CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,CHEMBL1915438,8.22,Clc1ccccc1Nc2nc3c(cccc3c4cnccc24)c5nnc[nH]5,2011.0,Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12
CHEMBL4550,Homo sapiens,5-lipoxygenase activating protein,CHEMBL3704242,7.16,Nc1cnc(cn1)c2ccc(C3CCC3)c(OCCc4ccc(cc4)C(=O)O)c2F,2015.0,Nc1cnc(-c2ccc(C3CCC3)c(OCCc3ccc(C(=O)O)cc3)c2F)cn1
CHEMBL4561,Homo sapiens,Neuropeptide Y receptor type 5,CHEMBL1836317,8.74,CS(=O)(=O)NC[C@@H]1CC[C@H](CC1)Nc2nc3c(CCSc4ccccc34)s2,2011.0,CS(=O)(=O)NC[C@H]1CC[C@H](Nc2nc3c(s2)CCSc2ccccc2-3)CC1
CHEMBL4578,Homo sapiens,Maternal embryonic leucine zipper kinase,CHEMBL3674222,7.68,CCN(CC)C1CCC(CC1)Nc2c(cnc3ccc(cc23)c4ccc(O)c(Cl)c4)C(=O)C,2015.0,CCN(CC)C1CCC(Nc2c(C(C)=O)cnc3ccc(-c4ccc(O)c(Cl)c4)cc23)CC1
CHEMBL4581,Homo sapiens,Kinesin-like protein 1,CHEMBL2043405,6.29,NCCSC(Cc1ccccc1)(c2ccccc2)c3cccc(Cl)c3,2012.0,NCCSC(Cc1ccccc1)(c1ccccc1)c1cccc(Cl)c1
CHEMBL4588,Homo sapiens,Matrix metalloproteinase 8,CHEMBL471537,9.54,CC(C)[C@@H](N(CC(=O)NCCc1ccc(cc1)S(=O)(=O)N)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C(=O)NO,2008.0,CC(C)[C@H](C(=O)NO)N(CC(=O)NCCc1ccc(S(N)(=O)=O)cc1)S(=O)(=O)c1ccc(Oc2ccccc2)cc1
CHEMBL4616,Homo sapiens,Ghrelin receptor,CHEMBL489403,6.92,CC(Oc1cccc(Cl)c1)C(=O)N(C[C@H]2CCCN2)c3ccc(Cl)cc3,2008.0,CC(Oc1cccc(Cl)c1)C(=O)N(C[C@H]1CCCN1)c1ccc(Cl)cc1
CHEMBL4630,Homo sapiens,Serine/threonine-protein kinase Chk1,CHEMBL249283,8.82,CC(=O)N1CCN(CCCCOc2ccc3Cc4c(n[nH]c4c3c2)c5ccc(nc5)C#N)CC1,2007.0,CC(=O)N1CCN(CCCCOc2ccc3c(c2)-c2[nH]nc(-c4ccc(C#N)nc4)c2C3)CC1
CHEMBL4691,Homo sapiens,Proteinase activated receptor 4,CHEMBL3717982,9.21,COc1cc(OCc2csc(n2)N3CCSCC3)c4cc(oc4c1)c5cn6nc(C)ccc6n5,2015.0,COc1cc(OCc2csc(N3CCSCC3)n2)c2cc(-c3cn4nc(C)ccc4n3)oc2c1
CHEMBL4722,Homo sapiens,Serine/threonine-protein kinase Aurora-A,CHEMBL2003638,6.9,Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(F)c1
CHEMBL4792,Homo sapiens,Orexin receptor 2,CHEMBL3113745,8.1,COc1cccc(OC)c1C2CCCC(=O)N2Cc3cccc(c3)c4ccccn4,2014.0,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2ccccn2)c1
CHEMBL4794,Homo sapiens,Vanilloid receptor,CHEMBL3689049,8.92,CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(C)(C)C)c3cc(F)c(NS(=O)(=O)C)c(F)c3,2015.0,CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1cc(F)c(NS(C)(=O)=O)c(F)c1
CHEMBL4805,Homo sapiens,P2X purinoceptor 7,CHEMBL3663270,8.48,C[C@H]1Cn2c(nnc2c3cccc(C)n3)C(=O)N1Cc4cccc(c4Cl)C(F)(F)F,2015.0,Cc1cccc(-c2nnc3n2C[C@H](C)N(Cc2cccc(C(F)(F)F)c2Cl)C3=O)n1
CHEMBL4822,Homo sapiens,Beta-secretase 1,CHEMBL3934490,6.79,OC(=Nc1cnn(Cc2ccc(F)cc2)c1)c3cc(on3)C4CC4,2014.0,OC(=Nc1cnn(Cc2ccc(F)cc2)c1)c1cc(C2CC2)on1
CHEMBL4829,Homo sapiens,Acetyl-CoA carboxylase 2,CHEMBL3691040,7.16,C[C@H](NC(=O)c1cnn(C)c1)c2ccc(OC3CCN(C3)c4ccnc(OCC5CC5)c4)cc2,2014.0,C[C@H](NC(=O)c1cnn(C)c1)c1ccc(OC2CCN(c3ccnc(OCC4CC4)c3)C2)cc1
CHEMBL4979,Homo sapiens,Sodium/glucose cotransporter 1,CHEMBL1770244,6.3,COc1ccc(Cc2cc(ccc2C)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)cc1,2011.0,COc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2C)cc1
CHEMBL5023,Homo sapiens,p53-binding protein Mdm-2,CHEMBL3734953,6.16,OC(=O)c1[nH]c2cc(Cl)ccc2c1c3c(c4ccc(F)cc4)c5ccccc5n3Cc6ccc(Cl)cc6,2015.0,O=C(O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)c2ccccc2n1Cc1ccc(Cl)cc1
CHEMBL5071,Homo sapiens,G protein-coupled receptor 44,CHEMBL1951569,8.3,CC(C)(C)NC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c1,2011.0,CC(C)(C)NC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1
CHEMBL5113,Homo sapiens,Orexin receptor 1,CHEMBL3938981,8.52,Cc1ccc(C(=O)N2CCOC[C@H]2Cc3cc(ccc3F)n4nccn4)c(c1)n5nccn5,2015.0,Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-n3nccn3)ccc2F)c(-n2nccn2)c1
CHEMBL5137,Homo sapiens,Metabotropic glutamate receptor 2,CHEMBL3978058,7.33,CCOC(=O)c1cn(Cc2ccc3c(cc(nc3c2)C(=O)N)c4ccc(F)cc4)nc1C(F)(F)F,2016.0,CCOC(=O)c1cn(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)nc1C(F)(F)F
CHEMBL5145,Homo sapiens,Serine/threonine-protein kinase B-raf,CHEMBL3354378,8.38,Cc1ccc(NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)cc1Nc3ncccc3c4ncnc5[nH]cnc45,2015.0,Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncccc1-c1ncnc2[nH]cnc12
CHEMBL5251,Homo sapiens,Tyrosine-protein kinase BTK,CHEMBL3918580,6.26,Cc1c(cccc1c2ccc(C(=N)O)c3[nH]c4cc(ccc4c23)C(C)(C)O)N5C=Nc6ccccc6C5=O,2016.0,Cc1c(-c2ccc(C(=N)O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O
CHEMBL5407,Homo sapiens,Serine/threonine-protein kinase PIM3,CHEMBL3963170,10.15,N[C@H]1CCC[C@@H]1Oc2cncc(n2)c3cc4c(cn3)cnn4c5ccccn5,2016.0,N[C@H]1CCC[C@@H]1Oc1cncc(-c2cc3c(cn2)cnn3-c2ccccn2)n1
CHEMBL5652,Homo sapiens,Glucose-dependent insulinotropic receptor,CHEMBL3354788,7.96,COC(=O)C1(Cc2ccccc2)COc3cnc4c(cnn4c13)c5ccc(cc5)C(F)(F)F,2014.0,COC(=O)C1(Cc2ccccc2)COc2cnc3c(-c4ccc(C(F)(F)F)cc4)cnn3c21
CHEMBL5658,Homo sapiens,Prostaglandin E synthase,CHEMBL2387587,8.6,Fc1cccc(Cl)c1c2nc3C(=O)Nc4cc(ccc4c3[nH]2)c5cccc(Cl)c5,2013.0,O=c1[nH]c2cc(-c3cccc(Cl)c3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12
CHEMBL5888,Homo sapiens,Mitogen-activated protein kinase kinase kinase 14,CHEMBL3692433,6.34,CC(C)(O)C#Cc1cc2c(OCCn3c2nc(C(=O)N)c3C(=O)NC4CN5CCC4CC5)cc1F,2015.0,CC(C)(O)C#Cc1cc2c(cc1F)OCCn1c-2nc(C(N)=O)c1C(=O)NC1CN2CCC1CC2
CHEMBL5971,Homo sapiens,Smoothened homolog,CHEMBL474508,6.77,Cc1cccc(C(=O)Nc2ccc3C[C@@H](Cc3c2)NCc4scnc4C)c1c5ccc(cc5)C(F)(F)F,2009.0,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2scnc2C)C3)c1-c1ccc(C(F)(F)F)cc1
CHEMBL6009,Homo sapiens,Diacylglycerol O-acyltransferase 1,CHEMBL3613355,6.98,Cc1cccc(C)c1c2ccc(cc2)C(=O)NCCNC(=O)c3ccc(O[C@@H]4C5CC6CC4C[C@@](C6)(C5)C(=O)O)cc3,2015.0,Cc1cccc(C)c1-c1ccc(C(=O)NCCNC(=O)c2ccc(O[C@H]3C4CC5CC3C[C@](C(=O)O)(C5)C4)cc2)cc1
